Entity,Attribute,Data Type,PK/FK,Nullable,Unique,Default,Validation / Constraint,Retention,Owner,Notes
inventories,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,Shop,tồn kho sản phẩm theo cơ sở. Dùng vì mỗi cơ sở có lượng tồn khác nhau và cần cảnh báo sắp hết hàng.
inventories,facility_id,bigint,FK→facilities.id,No,No,NULL,Must reference facilities.id,Until soft/hard delete,Shop,tồn kho sản phẩm theo cơ sở. Dùng vì mỗi cơ sở có lượng tồn khác nhau và cần cảnh báo sắp hết hàng.
inventories,product_id,bigint,FK→products.id,No,No,NULL,Must reference products.id,Until soft/hard delete,Shop,tồn kho sản phẩm theo cơ sở. Dùng vì mỗi cơ sở có lượng tồn khác nhau và cần cảnh báo sắp hết hàng.
inventories,quantity_on_hand,int,-,No,No,0,Default 0,Until soft/hard delete,Shop,tồn kho sản phẩm theo cơ sở. Dùng vì mỗi cơ sở có lượng tồn khác nhau và cần cảnh báo sắp hết hàng.
inventories,quantity_reserved,int,-,No,No,0,Default 0,Until soft/hard delete,Shop,tồn kho sản phẩm theo cơ sở. Dùng vì mỗi cơ sở có lượng tồn khác nhau và cần cảnh báo sắp hết hàng.
inventories,low_stock_threshold,int,-,No,No,0,Default 0,Until soft/hard delete,Shop,tồn kho sản phẩm theo cơ sở. Dùng vì mỗi cơ sở có lượng tồn khác nhau và cần cảnh báo sắp hết hàng.
inventories,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,Shop,tồn kho sản phẩm theo cơ sở. Dùng vì mỗi cơ sở có lượng tồn khác nhau và cần cảnh báo sắp hết hàng.
inventory_transactions,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,Shop,"lịch sử biến động tồn kho. Dùng để audit nhập hàng, xuất hàng, giữ hàng cho đơn, hủy giữ hàng hoặc điều chỉnh kho."
inventory_transactions,inventory_id,bigint,FK→inventories.id,No,No,NULL,Must reference inventories.id,Until soft/hard delete,Shop,"lịch sử biến động tồn kho. Dùng để audit nhập hàng, xuất hàng, giữ hàng cho đơn, hủy giữ hàng hoặc điều chỉnh kho."
inventory_transactions,transaction_type,varchar(30),-,No,No,NULL,"Allowed: import, export, reserve, release, adjust; Max length 30",Until soft/hard delete,Shop,"lịch sử biến động tồn kho. Dùng để audit nhập hàng, xuất hàng, giữ hàng cho đơn, hủy giữ hàng hoặc điều chỉnh kho."
inventory_transactions,quantity,int,-,No,No,NULL,Âm/dương tùy loại,Until soft/hard delete,Shop,"lịch sử biến động tồn kho. Dùng để audit nhập hàng, xuất hàng, giữ hàng cho đơn, hủy giữ hàng hoặc điều chỉnh kho."
inventory_transactions,ref_table,varchar(100),-,Yes,No,NULL,Max length 100,Until soft/hard delete,Shop,"lịch sử biến động tồn kho. Dùng để audit nhập hàng, xuất hàng, giữ hàng cho đơn, hủy giữ hàng hoặc điều chỉnh kho."
inventory_transactions,ref_id,bigint,-,Yes,No,NULL,Nullable,Until soft/hard delete,Shop,"lịch sử biến động tồn kho. Dùng để audit nhập hàng, xuất hàng, giữ hàng cho đơn, hủy giữ hàng hoặc điều chỉnh kho."
inventory_transactions,note,varchar(500),-,Yes,No,NULL,Max length 500,Until soft/hard delete,Shop,"lịch sử biến động tồn kho. Dùng để audit nhập hàng, xuất hàng, giữ hàng cho đơn, hủy giữ hàng hoặc điều chỉnh kho."
inventory_transactions,created_by,bigint,FK→users,No,No,NULL,Must reference users,Until soft/hard delete,Shop,"lịch sử biến động tồn kho. Dùng để audit nhập hàng, xuất hàng, giữ hàng cho đơn, hủy giữ hàng hoặc điều chỉnh kho."
inventory_transactions,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,Shop,"lịch sử biến động tồn kho. Dùng để audit nhập hàng, xuất hàng, giữ hàng cho đơn, hủy giữ hàng hoặc điều chỉnh kho."
medical_records,id,bigint,PK,No,No,NULL,Primary key,Medical retention policy / until legal expiry,User,"kết luận sau khám gắn với một appointment. Đây là record y tế chính sau buổi khám, gồm chẩn đoán, kết luận, khuyến nghị và gợi ý tái khám."
medical_records,appointment_id,bigint,FK→appointments.id,No,Yes,NULL,Unique; Must reference appointments.id,Medical retention policy / until legal expiry,User,"kết luận sau khám gắn với một appointment. Đây là record y tế chính sau buổi khám, gồm chẩn đoán, kết luận, khuyến nghị và gợi ý tái khám."
medical_records,pregnancy_profile_id,bigint,FK→pregnancy_profiles.id,No,No,NULL,Must reference pregnancy_profiles.id,Medical retention policy / until legal expiry,User,"kết luận sau khám gắn với một appointment. Đây là record y tế chính sau buổi khám, gồm chẩn đoán, kết luận, khuyến nghị và gợi ý tái khám."
medical_records,doctor_id,bigint,FK→doctors.id,No,No,NULL,Must reference doctors.id,Medical retention policy / until legal expiry,User,"kết luận sau khám gắn với một appointment. Đây là record y tế chính sau buổi khám, gồm chẩn đoán, kết luận, khuyến nghị và gợi ý tái khám."
medical_records,diagnosis,text,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"kết luận sau khám gắn với một appointment. Đây là record y tế chính sau buổi khám, gồm chẩn đoán, kết luận, khuyến nghị và gợi ý tái khám."
medical_records,conclusion,text,-,No,No,NULL,-,Medical retention policy / until legal expiry,User,"kết luận sau khám gắn với một appointment. Đây là record y tế chính sau buổi khám, gồm chẩn đoán, kết luận, khuyến nghị và gợi ý tái khám."
medical_records,recommendation,text,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,"kết luận sau khám gắn với một appointment. Đây là record y tế chính sau buổi khám, gồm chẩn đoán, kết luận, khuyến nghị và gợi ý tái khám."
medical_records,next_appointment_suggested_at,datetime,-,Yes,No,NULL,Timestamp,Medical retention policy / until legal expiry,User,"kết luận sau khám gắn với một appointment. Đây là record y tế chính sau buổi khám, gồm chẩn đoán, kết luận, khuyến nghị và gợi ý tái khám."
medical_records,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Medical retention policy / until legal expiry,User,"kết luận sau khám gắn với một appointment. Đây là record y tế chính sau buổi khám, gồm chẩn đoán, kết luận, khuyến nghị và gợi ý tái khám."
medical_records,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Medical retention policy / until legal expiry,User,"kết luận sau khám gắn với một appointment. Đây là record y tế chính sau buổi khám, gồm chẩn đoán, kết luận, khuyến nghị và gợi ý tái khám."
medical_files,id,bigint,PK,No,No,NULL,Primary key,Medical retention policy / until legal expiry,User,"file y tế được upload như kết quả xét nghiệm, hình siêu âm, tài liệu kết quả. Tách riêng để một lần khám có nhiều file."
medical_files,medical_record_id,bigint,FK→medical_records.id,No,No,NULL,Must reference medical_records.id,Medical retention policy / until legal expiry,User,"file y tế được upload như kết quả xét nghiệm, hình siêu âm, tài liệu kết quả. Tách riêng để một lần khám có nhiều file."
medical_files,appointment_id,bigint,FK→appointments.id,No,No,NULL,Must reference appointments.id,Medical retention policy / until legal expiry,User,"file y tế được upload như kết quả xét nghiệm, hình siêu âm, tài liệu kết quả. Tách riêng để một lần khám có nhiều file."
medical_files,file_type,varchar(50),-,No,No,NULL,"Allowed: lab_result, ultrasound, image, document; Max length 50",Medical retention policy / until legal expiry,User,"file y tế được upload như kết quả xét nghiệm, hình siêu âm, tài liệu kết quả. Tách riêng để một lần khám có nhiều file."
medical_files,file_name,varchar(255),-,No,No,NULL,Max length 255,Medical retention policy / until legal expiry,User,"file y tế được upload như kết quả xét nghiệm, hình siêu âm, tài liệu kết quả. Tách riêng để một lần khám có nhiều file."
medical_files,file_url,varchar(500),-,No,No,NULL,Max length 500,Medical retention policy / until legal expiry,User,"file y tế được upload như kết quả xét nghiệm, hình siêu âm, tài liệu kết quả. Tách riêng để một lần khám có nhiều file."
medical_files,mime_type,varchar(100),-,No,No,NULL,Max length 100,Medical retention policy / until legal expiry,User,"file y tế được upload như kết quả xét nghiệm, hình siêu âm, tài liệu kết quả. Tách riêng để một lần khám có nhiều file."
medical_files,uploaded_by,bigint,FK→users,No,No,NULL,Must reference users,Medical retention policy / until legal expiry,User,"file y tế được upload như kết quả xét nghiệm, hình siêu âm, tài liệu kết quả. Tách riêng để một lần khám có nhiều file."
medical_files,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Medical retention policy / until legal expiry,User,"file y tế được upload như kết quả xét nghiệm, hình siêu âm, tài liệu kết quả. Tách riêng để một lần khám có nhiều file."
prescriptions,id,bigint,PK,No,No,NULL,Primary key,Medical retention policy / until legal expiry,User,đơn thuốc điện tử được bác sĩ tạo từ một medical record. Bảng này giữ trạng thái đơn thuốc và thông tin tổng quát.
prescriptions,medical_record_id,bigint,FK→medical_records.id,No,No,NULL,Must reference medical_records.id,Medical retention policy / until legal expiry,User,đơn thuốc điện tử được bác sĩ tạo từ một medical record. Bảng này giữ trạng thái đơn thuốc và thông tin tổng quát.
prescriptions,patient_id,bigint,FK→users.id,No,No,NULL,Must reference users.id,Medical retention policy / until legal expiry,User,đơn thuốc điện tử được bác sĩ tạo từ một medical record. Bảng này giữ trạng thái đơn thuốc và thông tin tổng quát.
prescriptions,doctor_id,bigint,FK→doctors.id,No,No,NULL,Must reference doctors.id,Medical retention policy / until legal expiry,User,đơn thuốc điện tử được bác sĩ tạo từ một medical record. Bảng này giữ trạng thái đơn thuốc và thông tin tổng quát.
prescriptions,status,varchar(30),-,No,No,NULL,"Allowed: draft, active, cancelled, completed; Max length 30",Medical retention policy / until legal expiry,User,đơn thuốc điện tử được bác sĩ tạo từ một medical record. Bảng này giữ trạng thái đơn thuốc và thông tin tổng quát.
prescriptions,notes,text,-,Yes,No,NULL,Nullable,Medical retention policy / until legal expiry,User,đơn thuốc điện tử được bác sĩ tạo từ một medical record. Bảng này giữ trạng thái đơn thuốc và thông tin tổng quát.
prescriptions,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Medical retention policy / until legal expiry,User,đơn thuốc điện tử được bác sĩ tạo từ một medical record. Bảng này giữ trạng thái đơn thuốc và thông tin tổng quát.
prescriptions,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Medical retention policy / until legal expiry,User,đơn thuốc điện tử được bác sĩ tạo từ một medical record. Bảng này giữ trạng thái đơn thuốc và thông tin tổng quát.
prescription_items,id,bigint,PK,No,No,NULL,Primary key,Medical retention policy / until legal expiry,User,"từng thuốc trong đơn, gồm liều dùng, tần suất, thời gian dùng và hướng dẫn."
prescription_items,prescription_id,bigint,FK→prescriptions.id,No,No,NULL,Must reference prescriptions.id,Medical retention policy / until legal expiry,User,"từng thuốc trong đơn, gồm liều dùng, tần suất, thời gian dùng và hướng dẫn."
prescription_items,medicine_name,varchar(200),-,No,No,NULL,Max length 200,Medical retention policy / until legal expiry,User,"từng thuốc trong đơn, gồm liều dùng, tần suất, thời gian dùng và hướng dẫn."
prescription_items,dosage,varchar(100),-,No,No,NULL,Max length 100,Medical retention policy / until legal expiry,User,"từng thuốc trong đơn, gồm liều dùng, tần suất, thời gian dùng và hướng dẫn."
prescription_items,frequency,varchar(100),-,No,No,NULL,Max length 100,Medical retention policy / until legal expiry,User,"từng thuốc trong đơn, gồm liều dùng, tần suất, thời gian dùng và hướng dẫn."
prescription_items,duration,varchar(100),-,No,No,NULL,Max length 100,Medical retention policy / until legal expiry,User,"từng thuốc trong đơn, gồm liều dùng, tần suất, thời gian dùng và hướng dẫn."
prescription_items,instructions,varchar(500),-,Yes,No,NULL,Max length 500,Medical retention policy / until legal expiry,User,"từng thuốc trong đơn, gồm liều dùng, tần suất, thời gian dùng và hướng dẫn."
prescription_histories,id,bigint,PK,No,No,NULL,Primary key,Medical retention policy / until legal expiry,User,"lịch sử chỉnh sửa đơn thuốc. Cần thiết vì đơn thuốc là dữ liệu y tế, khi sửa phải lưu snapshot để audit."
prescription_histories,prescription_id,bigint,FK→prescriptions.id,No,No,NULL,Must reference prescriptions.id,Medical retention policy / until legal expiry,User,"lịch sử chỉnh sửa đơn thuốc. Cần thiết vì đơn thuốc là dữ liệu y tế, khi sửa phải lưu snapshot để audit."
prescription_histories,action,varchar(50),-,No,No,NULL,"Allowed: created, updated, cancelled, marked_taken; Max length 50",Medical retention policy / until legal expiry,User,"lịch sử chỉnh sửa đơn thuốc. Cần thiết vì đơn thuốc là dữ liệu y tế, khi sửa phải lưu snapshot để audit."
prescription_histories,snapshot,json,-,No,No,NULL,-,Medical retention policy / until legal expiry,User,"lịch sử chỉnh sửa đơn thuốc. Cần thiết vì đơn thuốc là dữ liệu y tế, khi sửa phải lưu snapshot để audit."
prescription_histories,changed_by,bigint,FK→users,No,No,NULL,Must reference users,Medical retention policy / until legal expiry,User,"lịch sử chỉnh sửa đơn thuốc. Cần thiết vì đơn thuốc là dữ liệu y tế, khi sửa phải lưu snapshot để audit."
prescription_histories,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Medical retention policy / until legal expiry,User,"lịch sử chỉnh sửa đơn thuốc. Cần thiết vì đơn thuốc là dữ liệu y tế, khi sửa phải lưu snapshot để audit."
medication_taken_logs,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,User,log thai phụ đánh dấu đã uống thuốc. Dùng cho chức năng theo dõi uống thuốc và nhắc nhở sau này.
medication_taken_logs,prescription_item_id,bigint,FK→prescription_items.id,No,No,NULL,Must reference prescription_items.id,Until soft/hard delete,User,log thai phụ đánh dấu đã uống thuốc. Dùng cho chức năng theo dõi uống thuốc và nhắc nhở sau này.
medication_taken_logs,patient_id,bigint,FK→users.id,No,No,NULL,Must reference users.id,Until soft/hard delete,User,log thai phụ đánh dấu đã uống thuốc. Dùng cho chức năng theo dõi uống thuốc và nhắc nhở sau này.
medication_taken_logs,taken_at,timestamp,-,No,No,NULL,Timestamp,Until soft/hard delete,User,log thai phụ đánh dấu đã uống thuốc. Dùng cho chức năng theo dõi uống thuốc và nhắc nhở sau này.
medication_taken_logs,note,varchar(500),-,Yes,No,NULL,Max length 500,Until soft/hard delete,User,log thai phụ đánh dấu đã uống thuốc. Dùng cho chức năng theo dõi uống thuốc và nhắc nhở sau này.
medication_taken_logs,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,User,log thai phụ đánh dấu đã uống thuốc. Dùng cho chức năng theo dõi uống thuốc và nhắc nhở sau này.
chat_conversations,id,bigint,PK,No,No,NULL,Primary key,Until conversation archived/deleted by policy,User,"một cuộc hội thoại giữa thai phụ với bác sĩ, staff hoặc chatbot. Có `facility_id` để phân tuyến theo cơ sở và `priority` để ưu tiên gói VIP."
chat_conversations,facility_id,bigint,FK→facilities.id,Yes,No,NULL,Must reference facilities.id,Until conversation archived/deleted by policy,User,"một cuộc hội thoại giữa thai phụ với bác sĩ, staff hoặc chatbot. Có `facility_id` để phân tuyến theo cơ sở và `priority` để ưu tiên gói VIP."
chat_conversations,patient_id,bigint,FK→users.id,No,No,NULL,Must reference users.id,Until conversation archived/deleted by policy,User,"một cuộc hội thoại giữa thai phụ với bác sĩ, staff hoặc chatbot. Có `facility_id` để phân tuyến theo cơ sở và `priority` để ưu tiên gói VIP."
chat_conversations,assigned_user_id,bigint,FK→users.id,Yes,No,NULL,Must reference users.id,Until conversation archived/deleted by policy,User,"một cuộc hội thoại giữa thai phụ với bác sĩ, staff hoặc chatbot. Có `facility_id` để phân tuyến theo cơ sở và `priority` để ưu tiên gói VIP."
chat_conversations,conversation_type,varchar(30),-,No,No,NULL,"Allowed: doctor, staff, chatbot; Max length 30",Until conversation archived/deleted by policy,User,"một cuộc hội thoại giữa thai phụ với bác sĩ, staff hoặc chatbot. Có `facility_id` để phân tuyến theo cơ sở và `priority` để ưu tiên gói VIP."
chat_conversations,priority,int,-,No,No,NULL,Gói VIP set cao hơn,Until conversation archived/deleted by policy,User,"một cuộc hội thoại giữa thai phụ với bác sĩ, staff hoặc chatbot. Có `facility_id` để phân tuyến theo cơ sở và `priority` để ưu tiên gói VIP."
chat_conversations,status,varchar(30),-,No,No,NULL,"Allowed: open, pending, closed; Max length 30",Until conversation archived/deleted by policy,User,"một cuộc hội thoại giữa thai phụ với bác sĩ, staff hoặc chatbot. Có `facility_id` để phân tuyến theo cơ sở và `priority` để ưu tiên gói VIP."
chat_conversations,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until conversation archived/deleted by policy,User,"một cuộc hội thoại giữa thai phụ với bác sĩ, staff hoặc chatbot. Có `facility_id` để phân tuyến theo cơ sở và `priority` để ưu tiên gói VIP."
chat_conversations,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until conversation archived/deleted by policy,User,"một cuộc hội thoại giữa thai phụ với bác sĩ, staff hoặc chatbot. Có `facility_id` để phân tuyến theo cơ sở và `priority` để ưu tiên gói VIP."
chat_messages,id,bigint,PK,No,No,NULL,Primary key,Until conversation archived/deleted by policy,User,"từng tin nhắn trong conversation, hỗ trợ text/file/image. Dùng để xem lịch sử chat và gửi file trong chat."
chat_messages,conversation_id,bigint,FK→chat_conversations.id,No,No,NULL,Must reference chat_conversations.id,Until conversation archived/deleted by policy,User,"từng tin nhắn trong conversation, hỗ trợ text/file/image. Dùng để xem lịch sử chat và gửi file trong chat."
chat_messages,sender_id,bigint,FK→users.id,Yes,No,NULL,Must reference users.id,Until conversation archived/deleted by policy,User,"từng tin nhắn trong conversation, hỗ trợ text/file/image. Dùng để xem lịch sử chat và gửi file trong chat."
chat_messages,sender_type,varchar(30),-,No,No,NULL,"Allowed: user, doctor, staff, bot, system; Max length 30",Until conversation archived/deleted by policy,User,"từng tin nhắn trong conversation, hỗ trợ text/file/image. Dùng để xem lịch sử chat và gửi file trong chat."
chat_messages,message_type,varchar(30),-,No,No,NULL,"Allowed: text, file, image; Max length 30",Until conversation archived/deleted by policy,User,"từng tin nhắn trong conversation, hỗ trợ text/file/image. Dùng để xem lịch sử chat và gửi file trong chat."
chat_messages,content,text,-,Yes,No,NULL,Nullable,Until conversation archived/deleted by policy,User,"từng tin nhắn trong conversation, hỗ trợ text/file/image. Dùng để xem lịch sử chat và gửi file trong chat."
chat_messages,file_url,varchar(500),-,Yes,No,NULL,Max length 500,Until conversation archived/deleted by policy,User,"từng tin nhắn trong conversation, hỗ trợ text/file/image. Dùng để xem lịch sử chat và gửi file trong chat."
chat_messages,read_at,timestamp,-,Yes,No,NULL,Timestamp,Until conversation archived/deleted by policy,User,"từng tin nhắn trong conversation, hỗ trợ text/file/image. Dùng để xem lịch sử chat và gửi file trong chat."
chat_messages,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until conversation archived/deleted by policy,User,"từng tin nhắn trong conversation, hỗ trợ text/file/image. Dùng để xem lịch sử chat và gửi file trong chat."
articles,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,System,"bài viết kiến thức thai sản do admin/content tạo. Có workflow nháp, chờ duyệt, đã xuất bản, bị từ chối."
articles,author_id,bigint,FK→users.id,No,No,NULL,Must reference users.id,Until soft/hard delete,System,"bài viết kiến thức thai sản do admin/content tạo. Có workflow nháp, chờ duyệt, đã xuất bản, bị từ chối."
articles,title,varchar(250),-,No,No,NULL,Max length 250,Until soft/hard delete,System,"bài viết kiến thức thai sản do admin/content tạo. Có workflow nháp, chờ duyệt, đã xuất bản, bị từ chối."
articles,slug,varchar(250),-,No,Yes,NULL,Unique; Max length 250,Until soft/hard delete,System,"bài viết kiến thức thai sản do admin/content tạo. Có workflow nháp, chờ duyệt, đã xuất bản, bị từ chối."
articles,summary,varchar(500),-,Yes,No,NULL,Max length 500,Until soft/hard delete,System,"bài viết kiến thức thai sản do admin/content tạo. Có workflow nháp, chờ duyệt, đã xuất bản, bị từ chối."
articles,content,longtext,-,No,No,NULL,-,Until soft/hard delete,System,"bài viết kiến thức thai sản do admin/content tạo. Có workflow nháp, chờ duyệt, đã xuất bản, bị từ chối."
articles,status,varchar(30),-,No,No,NULL,"Allowed: draft, pending_review, published, rejected, archived; Max length 30",Until soft/hard delete,System,"bài viết kiến thức thai sản do admin/content tạo. Có workflow nháp, chờ duyệt, đã xuất bản, bị từ chối."
articles,approved_by,bigint,FK→users,Yes,No,NULL,Must reference users,Until soft/hard delete,System,"bài viết kiến thức thai sản do admin/content tạo. Có workflow nháp, chờ duyệt, đã xuất bản, bị từ chối."
articles,approved_at,timestamp,-,Yes,No,NULL,Timestamp,Until soft/hard delete,System,"bài viết kiến thức thai sản do admin/content tạo. Có workflow nháp, chờ duyệt, đã xuất bản, bị từ chối."
articles,published_at,timestamp,-,Yes,No,NULL,Timestamp,Until soft/hard delete,System,"bài viết kiến thức thai sản do admin/content tạo. Có workflow nháp, chờ duyệt, đã xuất bản, bị từ chối."
articles,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"bài viết kiến thức thai sản do admin/content tạo. Có workflow nháp, chờ duyệt, đã xuất bản, bị từ chối."
articles,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"bài viết kiến thức thai sản do admin/content tạo. Có workflow nháp, chờ duyệt, đã xuất bản, bị từ chối."
faqs,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,System,câu hỏi thường gặp. Dùng cho trang FAQ và có thể làm nguồn dữ liệu đơn giản cho chatbot cơ bản.
faqs,question,varchar(500),-,No,No,NULL,Max length 500,Until soft/hard delete,System,câu hỏi thường gặp. Dùng cho trang FAQ và có thể làm nguồn dữ liệu đơn giản cho chatbot cơ bản.
faqs,answer,text,-,No,No,NULL,-,Until soft/hard delete,System,câu hỏi thường gặp. Dùng cho trang FAQ và có thể làm nguồn dữ liệu đơn giản cho chatbot cơ bản.
faqs,category,varchar(100),-,Yes,No,NULL,Max length 100,Until soft/hard delete,System,câu hỏi thường gặp. Dùng cho trang FAQ và có thể làm nguồn dữ liệu đơn giản cho chatbot cơ bản.
faqs,status,varchar(30),-,No,No,NULL,"Allowed: active, inactive; Max length 30",Until soft/hard delete,System,câu hỏi thường gặp. Dùng cho trang FAQ và có thể làm nguồn dữ liệu đơn giản cho chatbot cơ bản.
faqs,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,câu hỏi thường gặp. Dùng cho trang FAQ và có thể làm nguồn dữ liệu đơn giản cho chatbot cơ bản.
faqs,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,câu hỏi thường gặp. Dùng cho trang FAQ và có thể làm nguồn dữ liệu đơn giản cho chatbot cơ bản.
forum_posts,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,System,bài đăng forum của người dùng. Dùng cho cộng đồng hỏi đáp/chia sẻ.
forum_posts,author_id,bigint,FK→users.id,No,No,NULL,Must reference users.id,Until soft/hard delete,System,bài đăng forum của người dùng. Dùng cho cộng đồng hỏi đáp/chia sẻ.
forum_posts,title,varchar(250),-,No,No,NULL,Max length 250,Until soft/hard delete,System,bài đăng forum của người dùng. Dùng cho cộng đồng hỏi đáp/chia sẻ.
forum_posts,content,longtext,-,No,No,NULL,-,Until soft/hard delete,System,bài đăng forum của người dùng. Dùng cho cộng đồng hỏi đáp/chia sẻ.
forum_posts,status,varchar(30),-,No,No,NULL,"Allowed: published, hidden, deleted; Max length 30",Until soft/hard delete,System,bài đăng forum của người dùng. Dùng cho cộng đồng hỏi đáp/chia sẻ.
forum_posts,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,bài đăng forum của người dùng. Dùng cho cộng đồng hỏi đáp/chia sẻ.
forum_posts,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,bài đăng forum của người dùng. Dùng cho cộng đồng hỏi đáp/chia sẻ.
forum_comments,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,System,"bình luận trong bài forum, có `parent_id` để hỗ trợ trả lời bình luận dạng thread."
forum_comments,post_id,bigint,FK→forum_posts.id,No,No,NULL,Must reference forum_posts.id,Until soft/hard delete,System,"bình luận trong bài forum, có `parent_id` để hỗ trợ trả lời bình luận dạng thread."
forum_comments,author_id,bigint,FK→users.id,No,No,NULL,Must reference users.id,Until soft/hard delete,System,"bình luận trong bài forum, có `parent_id` để hỗ trợ trả lời bình luận dạng thread."
forum_comments,parent_id,bigint,FK→forum_comments.id,Yes,No,NULL,Must reference forum_comments.id,Until soft/hard delete,System,"bình luận trong bài forum, có `parent_id` để hỗ trợ trả lời bình luận dạng thread."
forum_comments,content,text,-,No,No,NULL,-,Until soft/hard delete,System,"bình luận trong bài forum, có `parent_id` để hỗ trợ trả lời bình luận dạng thread."
forum_comments,status,varchar(30),-,No,No,NULL,"Allowed: published, hidden, deleted; Max length 30",Until soft/hard delete,System,"bình luận trong bài forum, có `parent_id` để hỗ trợ trả lời bình luận dạng thread."
forum_comments,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"bình luận trong bài forum, có `parent_id` để hỗ trợ trả lời bình luận dạng thread."
forum_comments,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,"bình luận trong bài forum, có `parent_id` để hỗ trợ trả lời bình luận dạng thread."
content_reports,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,System,báo cáo nội dung vi phạm. Dùng chung cho article/forum/comment/chat message để moderator xử lý.
content_reports,reporter_id,bigint,FK→users.id,No,No,NULL,Must reference users.id,Until soft/hard delete,System,báo cáo nội dung vi phạm. Dùng chung cho article/forum/comment/chat message để moderator xử lý.
content_reports,target_type,varchar(50),-,No,No,NULL,"Allowed: article, forum_post, forum_comment, chat_message; Max length 50",Until soft/hard delete,System,báo cáo nội dung vi phạm. Dùng chung cho article/forum/comment/chat message để moderator xử lý.
content_reports,target_id,bigint,-,No,No,NULL,-,Until soft/hard delete,System,báo cáo nội dung vi phạm. Dùng chung cho article/forum/comment/chat message để moderator xử lý.
content_reports,reason,varchar(500),-,No,No,NULL,Max length 500,Until soft/hard delete,System,báo cáo nội dung vi phạm. Dùng chung cho article/forum/comment/chat message để moderator xử lý.
content_reports,status,varchar(30),-,No,No,NULL,"Allowed: pending, resolved, rejected; Max length 30",Until soft/hard delete,System,báo cáo nội dung vi phạm. Dùng chung cho article/forum/comment/chat message để moderator xử lý.
content_reports,resolved_by,bigint,FK→users,Yes,No,NULL,Must reference users,Until soft/hard delete,System,báo cáo nội dung vi phạm. Dùng chung cho article/forum/comment/chat message để moderator xử lý.
content_reports,resolved_at,timestamp,-,Yes,No,NULL,Timestamp,Until soft/hard delete,System,báo cáo nội dung vi phạm. Dùng chung cho article/forum/comment/chat message để moderator xử lý.
content_reports,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,System,báo cáo nội dung vi phạm. Dùng chung cho article/forum/comment/chat message để moderator xử lý.
